@relation train

@attribute sent_num_word numeric
@attribute pos_cont_uni numeric
@attribute pos_prob_uni numeric
@attribute neg_count_uni numeric
@attribute neg_prob_uni numeric
@attribute neu_count_uni numeric
@attribute neu_prob_uni numeric
@attribute pos_cont_bi numeric
@attribute pos_prob_bi numeric
@attribute neg_count_bi numeric
@attribute neg_prob_bi numeric
@attribute neu_count_bi numeric
@attribute neu_prob_bi numeric
@attribute pos_cont_tri numeric
@attribute pos_prob_tri numeric
@attribute neg_count_tri numeric
@attribute neg_prob_tri numeric
@attribute neu_count_tri numeric
@attribute neu_prob_tri numeric
@attribute sen_char_meann numeric
@attribute nesbat numeric
@attribute jacard numeric
@attribute moshabeh numeric
@attribute gheir_moshabeh numeric
@attribute class {pos,neg,neu}

@data
9,9,7.186091,9,2.675988,8,1.137922,8,6.057403,6,1.657583,3,0.285014,7,6,2,0.916667,1,0.083333,3.444444,0.5,0.083333,26,2,pos
8,8,6.548966,7,1.548489,7,1.902544,7,6.404762,3,0.900641,4,0.694597,6,5.130952,0,0,3,0.869048,4.75,0.8,0.5,8,2,pos
13,13,10.924096,11,3.587299,10,1.488605,12,11.321096,3,1.245322,4,0.433582,11,10.848485,1,0.060606,1,0.090909,4,1.625,0,3,9,pos
7,7,5.226782,7,2.010692,7,1.762526,5,2.805542,3,0.528997,6,4.665461,3,0.22109,2,0.413333,5,4.365577,3.142857,0.538462,0,1,6,neu
21,21,17.058283,18,4.728046,16,2.213671,20,18.693842,5,0.926945,4,0.379213,19,18.777778,1,0.111111,1,0.111111,4.571429,3,0,11,12,pos
15,15,12.757496,11,2.254575,10,0.98793,14,13.458465,3,0.38725,3,0.154285,13,13,0,0,0,0,4.4,0.882353,0.148148,15,9,pos
20,20,16.230059,18,5.931976,19,2.837965,19,15.557442,12,2.869142,9,1.573416,18,17.4,2,0.6,0,0,3.9,1.666667,0.272727,22,8,pos
12,12,10.185686,10,2.275966,10,1.538348,11,9.790914,6,0.750684,4,0.458403,10,9.407143,3,1.342857,1,0.25,5.333333,0,0,0,11,pos
18,18,14.02024,15,4.498935,14,1.480826,17,15.655104,4,1.113417,2,0.231479,16,16,0,0,0,0,3.888889,1.5,0.035714,1,17,pos
14,14,10.672831,13,3.33213,13,2.995039,13,10.484751,8,2.237578,3,0.27767,12,12,0,0,0,0,4.5,0.777778,0.142857,5,9,pos
6,6,4.922494,4,0.606425,4,0.471081,5,4.330268,3,0.364914,2,0.304819,4,3.714286,2,0.285714,0,0,5,0.461538,0.125,6,4,pos
13,13,10.529884,9,1.567529,9,0.902587,12,11.288421,3,0.385116,2,0.326464,11,11,0,0,0,0,4.153846,1.083333,0.090909,15,7,pos
12,11,8.173636,12,2.993929,10,0.832436,3,1.685246,11,9.131148,1,0.183607,0,0,10,10,0,0,3.833333,2,0.066667,15,6,neg
6,6,5.436517,4,1.651292,5,0.912191,5,4.892857,1,0.107143,0,0,4,4,0,0,0,0,5.166667,0.5,0,7,4,pos
6,6,5.049081,6,1.364952,5,0.585967,5,4.488002,3,0.348118,3,1.16388,4,3.75,0,0,1,0.25,3.666667,0,0,0,6,pos
6,6,5.376947,6,1.571447,5,1.051606,5,4.901536,2,0.061427,1,0.037037,4,4,0,0,0,0,3.5,1,0.090909,1,5,pos
4,4,3.243852,4,1.238416,3,0.517732,3,3,0,0,0,0,2,2,0,0,0,0,4.75,0.666667,0,0,4,pos
8,8,4.303113,8,2.363032,8,1.333855,4,1.189499,7,3.04794,7,2.762561,0,0,6,2.708333,6,3.291667,3.75,2,0,0,8,neu
11,11,8.315911,11,2.472136,11,1.211953,10,8.511834,6,0.931769,5,0.556397,9,8.888889,1,0.111111,0,0,3.363636,1.375,0.1875,5,5,pos
7,7,5.163294,6,1.186754,6,0.649952,6,4.968831,2,0.926407,3,1.104762,5,4.4,1,0.6,0,0,5.857143,0.636364,0.133333,7,3,pos
8,8,6.714827,6,1.037446,6,0.247728,7,6.047619,3,0.895238,1,0.057143,6,6,0,0,0,0,4,0.8,0.2,3,5,pos
10,10,7.40715,10,2.157893,10,1.434957,9,5.817127,4,0.611235,9,2.571638,8,4.573529,1,1,8,3.426471,4.1,1.25,0.125,7,6,pos
8,8,5.524813,8,2.477959,8,0.997227,7,4.33357,7,2.416603,3,0.249827,6,3.071429,6,2.928571,0,0,3.625,0.8,0.058824,11,5,neg
18,18,14.342291,16,3.978825,18,1.678884,17,14.127107,7,0.948506,8,1.924387,16,14.916667,2,0.25,3,0.833333,4,0.947368,0.064516,1,12,pos
13,13,8.755033,13,3.23171,13,1.013256,12,9.809473,8,4.177483,4,1.013044,11,10.5,2,1.5,0,0,3.692308,0.722222,0.041667,3,9,pos
20,20,16.181695,17,2.641763,16,1.176542,19,17.174596,9,1.655406,9,2.169999,18,17.411172,3,1.047641,4,1.541188,3.45,1.538462,0.2,15,8,pos
7,7,5.661197,5,1.028464,4,0.310339,6,5.059048,3,0.895238,1,0.045714,5,4.066667,2,0.933333,0,0,4.714286,0.777778,0.142857,15,2,pos
8,8,6.752737,7,1.425049,6,0.822214,7,5.976333,2,0.586957,5,1.43671,6,4.966667,0,0,4,2.033333,4.5,0.571429,0.157895,11,3,pos
16,16,12.684646,15,3.175278,12,1.140076,15,13.793103,4,1.630952,3,0.575944,14,13.5,1,0.5,0,0,3.8125,2,0.263158,22,5,pos
9,9,6.996461,9,1.467212,8,0.536327,8,7.803571,1,0.053571,2,1.142857,7,7,0,0,0,0,3.777778,0.5625,0.090909,11,6,pos
5,5,3.892755,5,0.826658,5,0.280587,4,3.560372,2,0.310109,2,0.129519,3,3,0,0,0,0,4.2,0.833333,0,0,5,pos
7,7,5.586278,7,0.981686,5,0.432036,6,5.386834,4,0.494812,3,0.118354,5,4.85991,2,0.070045,2,0.070045,3.714286,1.4,0,2,5,pos
4,4,2.959553,4,0.793685,3,0.246762,3,2.621622,1,0.256757,1,0.121622,2,2,0,0,0,0,4,0.571429,0,4,2,pos
9,9,7.197308,8,1.372642,8,0.430051,8,7.404939,5,2.484017,3,0.111044,7,6.45614,3,1.54386,0,0,4.333333,2.25,0,9,3,pos
6,6,4.584655,6,1.077456,4,0.337889,5,4.56044,3,0.305495,2,0.134066,4,4,0,0,0,0,2.666667,0.666667,0,4,5,pos
10,10,8.408865,7,1.207097,6,0.384037,9,8.1,1,0.5,1,0.4,8,8,0,0,0,0,3.6,0.909091,0.333333,9,3,pos
7,7,5.850881,7,0.975781,4,0.173338,6,5.862069,1,0.103448,1,0.034483,5,5,0,0,0,0,4.714286,0.7,0,11,4,pos
11,11,8.283789,10,1.565109,11,1.151103,10,7.863601,7,1.164914,5,0.971485,9,7.714286,3,0.785714,1,0.5,4.454545,0,0,0,11,pos
9,9,7.435798,9,1.70052,9,0.863682,8,7.448877,3,1.160354,4,0.39077,7,6.833333,0,0,1,0.166667,4.111111,0.818182,0.111111,2,7,pos
7,7,5.649766,5,0.764528,5,0.585706,6,5.330268,3,0.364914,2,0.304819,5,4.714286,2,0.285714,0,0,4.571429,0.777778,0.142857,6,3,pos
13,13,11.440124,8,1.873389,7,0.686486,12,11.683794,3,0.871761,1,0.444444,11,11,0,0,0,0,4.307692,2.166667,0.055556,5,9,pos
10,10,8.242807,8,1.950112,8,0.807081,9,7.492246,5,2.141485,3,0.36627,8,7.5,3,1.5,0,0,3.7,1,0.1875,9,5,pos
10,10,7.74761,10,1.615024,9,0.637365,9,7.989456,7,0.724048,5,0.286496,8,7.752105,3,0.195263,1,0.052632,3,0.714286,0.3125,14,2,pos
20,20,16.457517,18,4.669352,18,1.87313,19,16.675144,10,1.507771,9,0.817085,18,16.628105,3,0.687582,3,0.684314,3.3,2,0.238095,25,9,pos
9,9,6.261307,9,2.125608,8,0.613085,5,3.679778,8,4.086866,4,0.233356,2,1.283784,7,5.716216,0,0,3,0,0,0,9,neg
8,7,5.419546,7,1.838478,8,2.741976,3,2.166667,1,0.333333,7,5.5,1,1,0,0,6,6,5,1.333333,0.083333,2,6,neu
11,11,9.38145,10,2.833883,10,0.784666,10,9.737691,3,1.208497,2,0.053813,9,9,0,0,0,0,4.545455,1.222222,0.111111,7,7,pos
9,9,6.377097,9,2.977695,6,0.645207,5,3.564146,8,5.35056,2,0.085294,1,0.5,7,6.5,0,0,4.111111,1.5,0.076923,1,7,neg
9,9,5.483443,9,3.663887,7,0.852669,5,0.999203,8,6.356349,3,0.644448,3,0.440909,7,6.434848,2,0.124242,4.444444,0.818182,0.1875,6,5,neg
17,17,14.254269,13,2.117849,12,2.627882,16,15.818182,1,0.060606,1,0.121212,15,15,0,0,0,0,4,1.545455,0.041667,8,13,pos
10,10,7.732403,9,1.950923,10,1.316674,9,8.071173,2,0.355028,4,0.573798,8,8,0,0,0,0,3.4,0.588235,0.041667,6,4,pos
5,5,2.69007,5,1.978067,4,0.331863,4,1.484295,4,2.440705,1,0.075,3,1.083333,3,1.916667,0,0,3.2,1.25,0,0,5,pos
8,8,5.992447,8,1.283946,7,0.723607,7,5.458183,5,1.341868,2,0.199949,6,5.9,1,1,1,0.1,3.75,1.6,0.2,3,5,pos
4,4,2.909458,4,0.768772,4,0.32177,3,2.435897,2,0.487179,1,0.076923,2,2,0,0,0,0,4.75,0.666667,0,1,3,pos
8,8,6.082912,8,1.536708,5,0.38038,7,5.789474,3,1.210526,0,0,6,4.8,2,1.2,0,0,4.5,2.666667,0,1,7,pos
9,9,7.475839,9,1.799076,6,0.725085,8,7.096549,5,0.401599,3,0.501852,7,6.516667,2,0.35,1,0.133333,3.555556,1.125,0,8,4,pos
5,5,4.037366,5,0.892172,5,1.070462,4,3.445584,4,0.479497,2,0.07492,3,3,0,0,0,0,3,0.833333,0.1,6,1,pos
7,7,5.564686,7,1.35082,6,1.084494,6,5.135919,5,0.643818,4,0.220263,5,4.490833,3,0.357917,2,0.15125,3.571429,1.4,0.2,8,3,pos
16,15,11.552099,15,4.546532,16,2.901369,9,4.363537,7,1.562025,15,9.074438,4,1.902778,3,0.736111,14,11.361111,3.875,0,0,0,16,neu
10,10,7.843772,8,1.721567,7,1.43466,9,8.187442,3,0.768441,2,1.044118,8,7.916667,1,0.083333,0,0,4.3,0.625,0.130435,3,7,pos
22,20,14.714575,22,8.253986,19,3.03144,13,9.800784,21,10.820599,7,0.378617,3,2.555556,20,17.888889,2,0.555556,4.227273,3.142857,0.041667,7,12,neg
24,24,18.331583,24,5.763289,21,2.905128,23,20.800986,13,4.355524,8,0.843491,22,21.680556,2,0.263889,1,0.055556,4.041667,2,0.36,34,8,pos
8,8,6.438287,7,1.077315,7,0.484398,7,6.71315,3,1.121387,2,0.165462,6,5.8,1,0.2,0,0,3.25,0.333333,0.035714,9,5,pos
11,11,9.390569,10,2.728196,9,0.881235,10,9.379196,5,0.580342,1,0.040462,9,8.477273,2,0.522727,0,0,4,1.375,0.266667,23,5,pos
6,6,4.985355,6,0.811115,4,1.20353,5,4.373671,3,0.482788,2,0.143541,4,3.666667,1,0.333333,0,0,3.333333,1,0.090909,2,5,pos
3,3,2.515486,3,0.272745,3,0.211769,2,2,0,0,0,0,1,1,0,0,0,0,5.333333,0.375,0.1,2,1,pos
11,11,9.133108,11,2.103796,11,1.763096,10,8.936335,7,1.795516,3,0.268148,9,8.91,2,0.09,0,0,3.636364,3.666667,0,2,10,pos
8,8,6.830448,8,2.329991,8,0.839561,7,6.626635,4,0.22949,3,0.143875,6,5.792198,2,1.064516,2,0.143286,4.125,0.727273,0.357143,7,3,pos
11,11,9.417053,9,1.764554,9,0.818393,10,9.096063,4,0.304637,4,0.5993,9,8.807143,3,0.167857,1,0.025,3.363636,1.375,0.384615,13,3,pos
5,5,4.373109,5,1.097831,5,1.529059,4,3.803704,2,0.12037,2,0.075926,3,3,0,0,0,0,3,0.454545,0.25,10,2,pos
7,7,5.674122,6,2.058967,5,1.26691,6,5.636364,1,0.090909,1,0.272727,5,5,0,0,0,0,5.428571,1.4,0.090909,6,3,pos
4,4,3.378295,4,1.165201,3,0.456504,3,2.727381,3,0.222619,1,0.05,2,1.941176,2,1.058824,0,0,4,0.571429,0,6,3,pos
9,9,6.841824,8,1.484154,7,0.674022,8,6.797619,4,1.202381,1,1,7,7,0,0,0,0,4.555556,0.9,0.055556,1,8,pos
8,8,7.105945,6,2.277683,6,0.616372,7,6.345813,3,0.355993,3,0.298194,6,5.577778,1,1,2,0.422222,3.125,1.333333,0,3,6,pos
6,6,4.359471,6,1.154719,6,0.48581,5,4.08524,4,0.73829,1,0.176471,4,4,0,0,0,0,3.5,0.75,0.076923,3,4,pos
10,10,7.688275,9,1.778537,9,0.533188,9,7.915483,4,0.956728,2,0.127789,8,7.375,1,0.5,1,0.125,4.1,1.666667,0,4,7,pos
4,4,3.033135,4,0.556601,4,0.410264,3,2.183333,2,0.616667,1,0.2,2,2,0,0,0,0,5,0.4,0.166667,5,2,pos
6,6,4.312078,6,2.124673,6,0.563249,3,1.833333,5,3.166667,0,0,1,0.5,4,3.5,0,0,3.833333,0.6,0.142857,11,3,neg
15,15,12.551421,13,3.442638,12,1.005941,14,12.97732,5,0.672008,5,0.350672,13,12.875,1,0.125,0,0,3.533333,1.5,0.043478,1,14,pos
12,12,9.157187,10,1.522673,11,1.320141,11,8.220567,2,0.265591,8,2.513842,10,8.333333,0,0,5,1.666667,4.166667,2,0.0625,5,7,pos
12,11,8.311923,9,1.296997,12,4.39108,5,2.75,2,0.325,11,7.925,0,0,0,0,10,10,4.666667,1.333333,0.105263,10,6,neu
22,22,18.401446,17,4.1714,16,1.427153,21,18.718625,11,2.889257,7,1.392118,20,19.538961,1,0.318182,1,0.142857,3.409091,4.4,0.041667,18,11,pos
16,16,12.84805,13,3.140146,12,1.011804,15,13.288943,3,1.011438,4,0.699619,14,13.75,1,0.25,0,0,3.9375,2,0.352941,19,6,pos
5,5,3.06555,5,2.101762,4,0.832688,2,0.789413,4,2.464481,2,0.746107,1,0.104167,3,2.333333,1,0.5625,3.4,0.833333,0,1,4,neg
10,10,6.353895,8,1.395549,10,2.250556,7,3.695907,6,1.197931,9,4.106161,3,0.966216,2,0.466216,8,6.567568,3.8,2.5,0,5,6,neu
15,15,9.758183,15,4.462894,14,2.778923,10,4.979268,14,6.948418,9,2.072314,6,2.756014,13,9.241982,3,1.002005,3.866667,1.153846,0,6,10,neg
12,12,9.89357,10,1.523171,10,0.583259,11,9.707799,6,1.033907,4,0.258294,10,10,0,0,0,0,3.333333,2,0,10,8,pos
13,13,11.023744,11,2.111875,11,1.864381,12,11.742424,1,0.166667,1,0.090909,11,11,0,0,0,0,4.692308,1.083333,0.043478,5,11,pos
8,8,6.174744,8,1.419781,8,2.405475,7,6.241353,4,0.674959,3,1.083687,6,5.875,1,1,1,0.125,4.625,0.888889,0.307692,7,2,pos
9,9,6.845357,9,1.446511,9,0.708132,8,6.182141,6,1.005893,8,0.811967,7,5.856345,4,0.559572,5,0.584082,3.111111,1.8,0,1,8,pos
7,7,5.50907,6,1.148275,6,0.342655,6,5.549244,3,1.405042,1,0.045714,5,4.933333,1,0.066667,0,0,3.428571,0.875,0,4,4,pos
8,8,6.986831,8,2.977059,7,1.03611,7,6.935401,2,1.05,1,0.014599,6,6,0,0,0,0,4.25,1.142857,0,5,6,pos
11,11,8.737184,9,2.532893,9,0.729924,10,9.467521,3,1.438923,2,0.093556,9,9,0,0,0,0,4.272727,1.375,0.055556,13,5,pos
10,10,8.180066,9,1.947935,9,1.872,9,8.298393,3,0.232645,5,0.468962,8,8,0,0,0,0,3,0.909091,0.166667,17,4,pos
14,14,11.954883,11,1.468645,10,1.576472,13,12.541403,3,0.845427,4,0.61317,12,12,0,0,0,0,4.285714,1.166667,0.142857,17,8,pos
8,8,6.548637,6,1.101824,6,0.349539,7,6.408785,3,1.303881,3,0.287335,6,6,0,0,0,0,3.75,1.333333,0.076923,1,7,pos
16,16,12.998992,12,1.747375,12,2.253632,15,13.792622,4,0.455216,4,0.752162,14,13.5,1,0.5,0,0,4.5,1.230769,0.208333,5,11,pos
15,15,13.694761,6,1.087062,5,0.218177,14,14,0,0,0,0,13,13,0,0,0,0,4.733333,0.9375,0.111111,4,11,pos
16,16,12.905836,14,3.988761,15,2.105403,15,13.870659,4,0.355106,6,0.774236,14,14,1,1,0,0,3.375,1.230769,0.04,12,8,pos
16,16,12.893265,15,3.483218,16,1.623517,15,13.903728,7,3.376822,8,1.71945,14,13.458333,1,1,3,0.541667,3.8125,1,0.208333,21,6,pos
14,14,10.744153,11,2.07506,12,1.180787,13,11.306463,5,0.719729,6,0.973808,12,10.930556,3,0.569444,2,0.5,4.428571,0.875,0.115385,17,6,pos
14,14,11.813405,14,2.500258,14,1.686337,13,12.320774,1,0.040541,6,1.638685,12,11.833333,0,0,1,0.166667,4.142857,1.555556,0.15,3,11,pos
6,6,4.899702,6,0.737577,6,0.362721,5,3.662281,3,0.38546,5,0.952259,4,2.944444,0,0,4,1.055556,3.833333,0.428571,0.176471,3,3,pos
14,14,11.606916,13,3.520363,13,1.872721,13,11.018889,8,2.088415,8,1.892696,12,11.623377,2,0.840909,2,0.535714,3.714286,2.333333,0,7,7,pos
7,7,5.236951,6,0.781032,7,0.982017,5,3.491402,3,0.306878,6,2.20172,2,1.152778,1,0.125,5,3.722222,4.142857,0.5,0.1875,9,1,neu
20,20,16.32665,18,3.69226,19,1.98109,19,17.177746,9,1.706618,8,1.115636,18,17.251587,4,1.32619,2,0.422222,3.8,2.857143,0.136364,11,12,pos
11,11,8.801135,11,1.497937,10,0.700928,10,8.83276,7,1.95633,4,0.21091,9,9,0,0,0,0,3.454545,0.55,0.333333,18,3,pos
10,10,7.931158,9,1.574635,8,1.494207,9,7.804087,6,0.976144,3,0.219769,8,7.933333,1,0.066667,0,0,4,0.714286,0.235294,22,2,pos
16,16,13.431177,15,3.691465,13,1.877358,15,14.022858,5,0.96677,5,1.010372,14,13.833333,1,0.071429,1,0.095238,4.125,1.6,0.130435,24,10,pos
10,10,7.646315,10,1.572866,10,2.780819,9,6.400643,8,1.842492,6,0.756865,8,6.833333,3,0.966667,1,0.2,2.8,0.625,0.130435,18,3,pos
15,15,13.134403,13,3.238724,13,1.626873,14,13.747374,3,1.215589,1,0.037037,13,13,0,0,0,0,4.4,1.5,0.043478,33,7,pos
9,9,7.161588,9,2.119613,6,0.7188,8,6.494444,5,1.505556,0,0,7,6.416667,2,0.583333,0,0,4.777778,0.529412,0.190476,5,5,pos
17,17,13.753362,14,2.658934,16,1.587703,16,13.848898,6,0.907386,7,1.243715,15,14.1,1,0.2,3,0.7,5.058824,2.833333,0.25,10,11,pos
13,13,9.149894,13,3.5536,12,1.296506,10,6.30104,12,5.297014,6,0.401946,6,3.449248,11,7.439641,1,0.111111,4.230769,0.764706,0.12,6,9,neg
17,17,13.537156,17,4.749446,16,1.713398,16,12.280244,14,3.179975,11,2.539781,15,12.079733,8,4.160314,6,1.759952,4.588235,1.307692,0.26087,14,7,pos
8,8,6.355887,8,1.039357,8,0.604756,7,6.276966,5,0.460962,5,0.262071,6,5.717053,2,0.070045,3,0.212902,4.25,0.470588,0.263158,15,0,pos
8,8,6.299216,8,1.146983,7,0.553801,7,6.423865,2,0.264244,3,0.311891,6,5.75,0,0,1,0.25,5.25,1,0.333333,14,3,pos
13,13,9.554239,10,1.647825,13,2.797937,12,7.062771,4,0.551227,12,5.386003,11,5.6,1,0.2,11,5.2,5.076923,1.857143,0.111111,18,7,pos
9,9,7.435718,9,3.216387,6,0.347895,8,7.348649,2,0.339189,2,0.312162,7,7,0,0,0,0,3.888889,1.5,0.071429,1,8,pos
6,6,4.7967,5,0.792355,4,0.410945,5,4.698529,1,0.139706,1,0.161765,4,4,0,0,0,0,3.833333,1.2,0,1,5,pos
7,7,5.869749,5,0.780413,5,0.349838,6,5.7,1,0.2,1,0.1,5,5,0,0,0,0,3.571429,1.4,0,3,4,pos
9,9,7.198326,7,1.242208,6,0.559466,8,7.236842,1,0.263158,2,1.5,7,7,0,0,0,0,5,2.25,0,4,6,pos
5,5,3.288866,5,1.914236,5,0.796898,0,0,4,3.428571,1,0.571429,0,0,3,3,0,0,4.4,0.555556,0,0,5,neg
11,11,7.878367,11,3.634246,10,1.487387,6,4.853784,10,4.401627,3,1.744589,1,0.7,9,8.3,0,0,4.090909,0.916667,0.045455,9,6,neg
9,9,7.024645,9,2.814679,7,1.160677,7,5.214736,8,2.363084,3,0.42218,5,3.755462,7,4.244538,0,0,4,0.818182,0,6,6,neg
6,6,4.378066,5,1.678086,6,0.943848,5,3.080759,3,0.421922,5,1.497319,4,2.339347,1,0.103093,4,1.55756,5.333333,0.857143,0,0,6,neu
7,7,4.589843,7,1.880764,7,1.529393,4,2.657839,6,2.814764,3,0.527397,2,1.166667,5,3.333333,1,0.5,5.428571,1.166667,0,2,5,neg
14,14,10.129427,14,3.202543,14,1.66803,13,10.224685,7,1.182898,6,1.592418,12,10.506014,1,0.103093,3,1.390893,4,2,0.176471,8,7,pos
9,9,6.924684,9,1.518782,8,1.556534,8,6.804311,5,0.902079,3,0.29361,7,6.466667,2,0.533333,0,0,3.444444,4.5,0,6,7,pos
10,10,8.193231,9,2.709114,9,1.097655,9,7.64736,7,1.020855,5,0.331786,8,7.666667,2,0.333333,1,1,4.1,1.111111,0.1875,6,7,pos
10,10,6.945968,10,2.323939,10,1.730093,9,8.107143,4,2.767857,1,0.125,8,8,0,0,0,0,4.2,5,0,9,4,pos
14,14,10.102473,14,3.784723,14,1.112804,12,7.974496,13,6.497576,7,1.527928,9,4.683333,12,8.316667,1,1,3.928571,1.4,0.157895,16,5,neg
9,9,7.633348,8,2.242515,7,1.124137,8,6.943557,3,0.680952,3,0.37549,7,7,0,0,0,0,4.777778,0.642857,0.117647,12,6,pos
5,5,3.778086,5,0.822292,5,0.399621,4,3.849206,1,0.150794,1,1,3,3,0,0,0,0,2.2,0.555556,0,5,3,pos
9,9,7.869747,7,2.060577,7,1.069677,8,7.387879,3,0.278788,1,0.333333,7,7,0,0,0,0,4.666667,0,0,0,9,pos
11,11,9.91475,10,3.162785,8,0.922466,10,9.801688,3,1.128868,1,0.069444,9,9,0,0,0,0,4.090909,1.222222,0.111111,1,9,pos
16,16,12.131587,16,3.010546,14,1.857867,15,11.960204,10,2.861388,3,0.178408,14,12.833333,3,1.166667,0,0,3.8125,1.454545,0.136364,2,12,pos
3,3,2.869565,1,0.065217,1,0.065217,2,2,0,0,0,0,1,1,0,0,0,0,4,0.333333,0.2,2,1,pos
14,14,12.044009,12,4.614479,12,1.341512,13,11.878104,5,0.716904,4,0.404992,12,11.777778,0,0,1,0.222222,4.142857,4.666667,0,22,7,pos
13,13,9.856045,11,2.48636,12,1.657595,12,10.315219,6,0.988469,5,0.696312,11,9.946753,4,0.762338,2,0.290909,4.384615,0.722222,0.071429,3,11,pos
16,16,11.804986,15,3.166774,13,2.02824,15,12.311093,8,2.562201,2,0.126706,14,13.1,2,0.9,0,0,3.6875,1.230769,0.035714,6,12,pos
8,8,6.23514,8,2.193456,6,0.571404,7,5.895238,4,2.104762,0,0,6,6,0,0,0,0,3.125,1.333333,0,5,6,pos
17,17,13.428134,15,5.630281,15,2.941585,16,14.443432,8,3.107581,5,0.448987,15,14.555556,2,1.333333,1,0.111111,3.941176,2.125,0,11,9,pos
9,9,7.653053,9,2.238281,8,1.108666,8,6.840602,5,0.769535,4,0.389863,7,7,1,1,0,0,3.555556,0.529412,0.095238,6,5,pos
21,21,17.097054,19,4.240987,16,2.661959,20,18.576715,10,2.76631,5,0.656975,19,19,1,1,0,0,4.380952,2.333333,0.12,25,10,pos
10,10,7.619704,10,2.076151,5,0.304144,9,7.479365,5,1.498413,1,0.022222,8,7.666667,1,0.333333,0,0,4.7,1,0.357143,10,4,pos
16,16,12.100587,16,3.328147,14,1.571266,15,11.519069,10,2.44567,6,1.035261,14,13.333333,2,1.25,2,1.416667,3.75,2.285714,0,0,16,pos
18,18,14.362027,17,3.721296,18,1.916677,17,14.993684,9,1.092969,9,0.913347,16,15.707755,2,0.14578,2,0.146465,3.777778,1.125,0.1,11,11,pos
7,7,5.799154,6,1.329377,7,0.871469,6,5.079371,3,0.357994,4,0.562635,5,4.239583,1,0.03125,2,0.729167,3.857143,0.388889,0.333333,9,1,pos
20,20,14.943284,19,5.500677,19,4.55604,19,16.659565,9,2.076713,6,0.263722,18,17.90625,1,0.03125,1,0.0625,3.2,2.857143,0.238095,15,8,pos
10,10,8.770402,8,1.49912,8,0.730478,9,8.401226,6,0.486492,4,0.112282,8,7.792353,3,0.148824,1,0.058824,4.5,1,0.333333,5,5,pos
10,10,7.23818,10,3.73957,9,1.02225,7,4.085023,9,4.352715,5,0.562261,2,0.75,8,7,1,0.25,3.4,1,0.25,4,6,neg
11,10,7.734586,11,4.580228,9,1.685187,8,4.175,10,6.325,2,0.5,2,1.266667,9,7.733333,0,0,4.090909,1.1,0.176471,7,7,neg
9,9,7.412241,8,1.742127,7,0.845632,8,7.377119,2,0.436055,2,0.186826,7,7,0,0,0,0,4.444444,1.8,0.076923,9,6,pos
13,13,10.019604,12,3.316161,12,1.664236,12,9.789683,6,1.850794,4,1.359524,11,10.4,0,0,1,0.6,4.461538,1.181818,0.090909,10,9,pos
3,3,2.631388,3,0.274117,2,0.094495,2,2,0,0,0,0,1,1,0,0,0,0,5.333333,0.230769,0,0,3,pos
13,13,10.922978,12,4.511356,10,2.565666,12,10.816667,4,1.083333,1,0.1,11,10.266667,2,0.733333,0,0,4.153846,4.333333,0,18,6,pos
7,7,5.928303,7,1.348811,7,0.722887,6,5.622282,5,0.844113,3,0.533605,5,4.785714,3,1.214286,0,0,3.142857,1,0,0,7,pos
8,8,5.489072,8,1.703061,7,0.807867,7,5.561325,4,0.689247,4,0.749427,6,5.783784,1,0.216216,0,0,5.25,1.142857,0.071429,1,7,pos
14,14,8.71819,14,3.377619,14,1.904191,8,4.415865,11,2.781467,13,5.802668,3,1.256014,3,0.769759,12,9.974227,3.428571,3.5,0.0625,3,11,neu
21,21,15.186773,19,3.270813,21,2.542414,20,11.810218,6,1.057834,20,9.131948,19,9.75,0,0,19,10.25,3.52381,2.1,0,6,12,pos
17,17,13.066776,15,3.138743,15,2.794481,16,14.158095,7,3.512381,3,0.329524,15,15,1,1,0,0,3.941176,1.7,0.083333,15,10,pos
28,28,21.295917,28,8.189257,24,3.514825,27,18.807959,27,10.453056,13,1.738984,26,15.805963,26,10.073992,5,1.120045,3.892857,1.647059,0.05,19,15,pos
6,6,4.842594,6,1.713609,6,0.443797,5,3.66817,4,1.197243,2,0.134586,4,3.619048,1,0.309524,1,0.071429,3.166667,1.5,0,0,6,pos
9,9,6.66783,8,1.62357,6,0.7086,8,6.151148,5,1.690351,2,0.158501,7,6.857143,1,0.142857,0,0,3.777778,1.5,0.272727,2,5,pos
12,12,8.044598,12,3.341461,12,2.613941,7,3.808242,11,4.824542,7,2.367216,2,1.666667,10,8.833333,1,0.5,3.916667,2,0,2,10,neg
7,7,4.18129,7,2.264682,7,0.554028,1,0.952381,6,6,1,0.047619,0,0,5,5,0,0,4.428571,2.333333,0,3,4,neg
16,15,9.658552,16,4.541718,14,1.79973,8,4.549061,15,8.273082,8,2.177857,0,0,14,12.291667,2,1.708333,3.875,1.777778,0.045455,9,7,neg
9,9,7.430463,8,1.933666,7,1.635871,8,7.122627,4,0.731404,3,1.145969,7,6.916667,1,0.083333,0,0,4.666667,1,0.058824,12,3,pos
7,7,5.91344,6,0.82796,4,0.2586,6,6,0,0,0,0,5,5,0,0,0,0,4.428571,0.538462,0.055556,2,5,pos
4,4,2.535169,4,1.262405,2,0.202426,3,3,0,0,0,0,2,2,0,0,0,0,4,0.333333,0.166667,7,1,pos
13,13,10.288143,12,2.774972,10,0.936885,12,11.9375,1,0.0625,0,0,11,11,0,0,0,0,4.615385,3.25,0,5,7,pos
